Model,TechNode,Subarray,MemCell,Dataflow,Layer,Latency,Energy,Operations,Mem_Reads,Mem_Writes,L1_Accesses,L2_Accesses,DRAM_Accesses,DRAM_to_Xbar,Xbar_to_ADC,OutputStationary,PE_to_Output,Weight_to_PE,ADC_to_GB,PE_to_Register,Register_to_PE
densenet40,45,256,2,OS,QConv2d_137756454542544,3.5e-05,1e-06,3145728,1574016,3145728,787008,524672,157401,0,0,3145728,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454544800,3.3e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,786432,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454545376,3.2e-05,1e-06,3145728,2361024,3145728,1180512,787008,236102,0,0,3145728,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454545568,1.5e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,786432,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454546144,3.2e-05,1e-06,3145728,3148032,3145728,1574016,1049344,314803,0,0,3145728,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454546336,1.4e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,786432,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454546912,3.2e-05,1e-06,3145728,3935040,3145728,1967520,1311680,393504,0,0,3145728,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454547104,3.2e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,786432,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454543120,3.3e-05,1e-06,3145728,4722048,3145728,2361024,1574016,472204,0,0,3145728,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454543696,1.4e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,786432,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454547776,3.4e-05,1e-06,3145728,5509056,3145728,2754528,1836352,550905,0,0,3145728,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454547968,1.4e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,786432,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454548784,3.3e-05,1e-06,3145728,6296064,3145728,3148032,2098688,629606,0,0,3145728,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454549312,1.4e-05,0.0,786432,788736,786432,394368,262912,78873,0,0,786432,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454549504,8e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,196608,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454550080,1.5e-05,0.0,786432,985920,786432,492960,328640,98592,0,0,786432,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454550272,7e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,196608,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454550848,1.4e-05,0.0,786432,1183104,786432,591552,394368,118310,0,0,786432,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454551040,8e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,196608,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454813824,1.4e-05,0.0,786432,1380288,786432,690144,460096,138028,0,0,786432,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454814016,8e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,196608,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454814592,1.4e-05,0.0,786432,1577472,786432,788736,525824,157747,0,0,786432,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454814784,7e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,196608,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454815360,1.4e-05,0.0,786432,1774656,786432,887328,591552,177465,0,0,786432,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454815552,7e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,196608,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454816368,1.6e-05,0.0,983040,1973280,983040,986640,657760,197328,0,0,983040,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454816896,8e-06,0.0,196608,248640,196608,124320,82880,24864,0,0,196608,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454817088,6e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,49152,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454817664,7e-06,0.0,196608,298368,196608,149184,99456,29836,0,0,196608,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454817856,6e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,49152,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454818432,8e-06,0.0,196608,348096,196608,174048,116032,34809,0,0,196608,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454818624,6e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,49152,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454819200,7e-06,0.0,196608,397824,196608,198912,132608,39782,0,0,196608,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454819392,5e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,49152,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454819968,7e-06,0.0,196608,447552,196608,223776,149184,44755,0,0,196608,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454820160,6e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,49152,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454820736,1.5e-05,0.0,196608,497280,196608,248640,165760,49728,0,0,196608,0,0,0,0,0
densenet40,45,256,2,OS,QConv2d_137756454820928,5e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,49152,0,0,0,0,0
densenet40,45,256,2,OS,QLinear_137756454821744,4e-06,0.0,640,9768,640,4884,3256,976,0,0,640,0,0,0,0,0
densenet40,22,256,2,RS,QConv2d_136797321077600,2.3e-05,1e-06,1572864,197256,1572864,98628,65752,19725,0,0,0,0,0,0,1572864,196608
densenet40,22,256,2,RS,QConv2d_136797321077888,3.2e-05,2e-06,3145728,1574016,3145728,787008,524672,157401,0,0,0,0,0,0,3145728,1572864
densenet40,22,256,2,RS,QConv2d_136797321078464,3e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,0,0,0,0,786432,3145728
densenet40,22,256,2,RS,QConv2d_136797321079040,3.1e-05,2e-06,3145728,2361024,3145728,1180512,787008,236102,0,0,0,0,0,0,3145728,2359296
densenet40,22,256,2,RS,QConv2d_136797321079232,1.3e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,0,0,0,0,786432,3145728
densenet40,22,256,2,RS,QConv2d_136797321079808,3.3e-05,2e-06,3145728,3148032,3145728,1574016,1049344,314803,0,0,0,0,0,0,3145728,3145728
densenet40,22,256,2,RS,QConv2d_136797321080000,1.3e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,0,0,0,0,786432,3145728
densenet40,22,256,2,RS,QConv2d_136797321080576,3.1e-05,2e-06,3145728,3935040,3145728,1967520,1311680,393504,0,0,0,0,0,0,3145728,3932160
densenet40,22,256,2,RS,QConv2d_136797321080768,3e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,0,0,0,0,786432,3145728
densenet40,22,256,2,RS,QConv2d_136797321080912,3.5e-05,2e-06,3145728,4722048,3145728,2361024,1574016,472204,0,0,0,0,0,0,3145728,4718592
densenet40,22,256,2,RS,QConv2d_136797321077072,1.3e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,0,0,0,0,786432,3145728
densenet40,22,256,2,RS,QConv2d_136797321081440,3.2e-05,2e-06,3145728,5509056,3145728,2754528,1836352,550905,0,0,0,0,0,0,3145728,5505024
densenet40,22,256,2,RS,QConv2d_136797321081632,1.4e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,0,0,0,0,786432,3145728
densenet40,22,256,2,RS,QConv2d_136797321082496,3.1e-05,2e-06,3145728,6296064,3145728,3148032,2098688,629606,0,0,0,0,0,0,3145728,6291456
densenet40,22,256,2,RS,QConv2d_136797321082928,1.3e-05,0.0,786432,788736,786432,394368,262912,78873,0,0,0,0,0,0,786432,786432
densenet40,22,256,2,RS,QConv2d_136797321083120,7e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,0,0,0,0,196608,786432
densenet40,22,256,2,RS,QConv2d_136797321083696,1.2e-05,0.0,786432,985920,786432,492960,328640,98592,0,0,0,0,0,0,786432,983040
densenet40,22,256,2,RS,QConv2d_136797321083888,7e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,0,0,0,0,196608,786432
densenet40,22,256,2,RS,QConv2d_136797321084416,1.2e-05,0.0,786432,1183104,786432,591552,394368,118310,0,0,0,0,0,0,786432,1179648
densenet40,22,256,2,RS,QConv2d_136797321084608,7e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,0,0,0,0,196608,786432
densenet40,22,256,2,RS,QConv2d_136797321347392,1.3e-05,0.0,786432,1380288,786432,690144,460096,138028,0,0,0,0,0,0,786432,1376256
densenet40,22,256,2,RS,QConv2d_136797321347584,7e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,0,0,0,0,196608,786432
densenet40,22,256,2,RS,QConv2d_136797321348160,1.3e-05,0.0,786432,1577472,786432,788736,525824,157747,0,0,0,0,0,0,786432,1572864
densenet40,22,256,2,RS,QConv2d_136797321348352,6e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,0,0,0,0,196608,786432
densenet40,22,256,2,RS,QConv2d_136797321348928,1.3e-05,0.0,786432,1774656,786432,887328,591552,177465,0,0,0,0,0,0,786432,1769472
densenet40,22,256,2,RS,QConv2d_136797321349120,6e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,0,0,0,0,196608,786432
densenet40,22,256,2,RS,QConv2d_136797321349936,1.5e-05,1e-06,983040,1973280,983040,986640,657760,197328,0,0,0,0,0,0,983040,1966080
densenet40,22,256,2,RS,QConv2d_136797321350464,6e-06,0.0,196608,248640,196608,124320,82880,24864,0,0,0,0,0,0,196608,245760
densenet40,22,256,2,RS,QConv2d_136797321350656,4e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,0,0,0,0,49152,196608
densenet40,22,256,2,RS,QConv2d_136797321351232,7e-06,0.0,196608,298368,196608,149184,99456,29836,0,0,0,0,0,0,196608,294912
densenet40,22,256,2,RS,QConv2d_136797321351424,5e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,0,0,0,0,49152,196608
densenet40,22,256,2,RS,QConv2d_136797321352000,7e-06,0.0,196608,348096,196608,174048,116032,34809,0,0,0,0,0,0,196608,344064
densenet40,22,256,2,RS,QConv2d_136797321352192,5e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,0,0,0,0,49152,196608
densenet40,22,256,2,RS,QConv2d_136797321352768,7e-06,0.0,196608,397824,196608,198912,132608,39782,0,0,0,0,0,0,196608,393216
densenet40,22,256,2,RS,QConv2d_136797321352960,5e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,0,0,0,0,49152,196608
densenet40,22,256,2,RS,QConv2d_136797321353536,7e-06,0.0,196608,447552,196608,223776,149184,44755,0,0,0,0,0,0,196608,442368
densenet40,22,256,2,RS,QConv2d_136797321353728,5e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,0,0,0,0,49152,196608
densenet40,22,256,2,RS,QConv2d_136797321354304,7e-06,0.0,196608,497280,196608,248640,165760,49728,0,0,0,0,0,0,196608,491520
densenet40,22,256,2,RS,QConv2d_136797321354496,5e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,0,0,0,0,49152,196608
densenet40,22,256,2,RS,QLinear_136797321355312,7e-06,0.0,640,9768,640,4884,3256,976,0,0,0,0,0,0,640,8448
densenet40,45,128,1,IMC,QConv2d_132489122800720,2e-05,1.3e-05,1572864,197256,1572864,98628,65752,19725,196608,1572864,0,0,0,1572864,0,0
densenet40,45,128,1,IMC,QConv2d_132489122801296,2.3e-05,2.5e-05,3145728,1574016,3145728,787008,524672,157401,1572864,3145728,0,0,0,3145728,0,0
densenet40,45,128,1,IMC,QConv2d_132489122801488,2.9e-05,6e-06,786432,3150912,786432,1575456,1050304,315091,3145728,786432,0,0,0,786432,0,0
densenet40,45,128,1,IMC,QConv2d_132489122802064,9e-06,2.5e-05,3145728,2361024,3145728,1180512,787008,236102,2359296,3145728,0,0,0,3145728,0,0
densenet40,45,128,1,IMC,QConv2d_132489122802256,1e-05,6e-06,786432,3150912,786432,1575456,1050304,315091,3145728,786432,0,0,0,786432,0,0
densenet40,45,128,1,IMC,QConv2d_132489122802832,1e-05,2.5e-05,3145728,3148032,3145728,1574016,1049344,314803,3145728,3145728,0,0,0,3145728,0,0
densenet40,45,128,1,IMC,QConv2d_132489122803024,9e-06,6e-06,786432,3150912,786432,1575456,1050304,315091,3145728,786432,0,0,0,786432,0,0
densenet40,45,128,1,IMC,QConv2d_132489122803600,1.2e-05,2.5e-05,3145728,3935040,3145728,1967520,1311680,393504,3932160,3145728,0,0,0,3145728,0,0
densenet40,45,128,1,IMC,QConv2d_132489122803792,2.3e-05,6e-06,786432,3150912,786432,1575456,1050304,315091,3145728,786432,0,0,0,786432,0,0
densenet40,45,128,1,IMC,QConv2d_132489122803936,1.1e-05,2.5e-05,3145728,4722048,3145728,2361024,1574016,472204,4718592,3145728,0,0,0,3145728,0,0
densenet40,45,128,1,IMC,QConv2d_132489122799904,1e-05,6e-06,786432,3150912,786432,1575456,1050304,315091,3145728,786432,0,0,0,786432,0,0
densenet40,45,128,1,IMC,QConv2d_132489122804464,1e-05,2.5e-05,3145728,5509056,3145728,2754528,1836352,550905,5505024,3145728,0,0,0,3145728,0,0
densenet40,45,128,1,IMC,QConv2d_132489122804656,1.1e-05,6e-06,786432,3150912,786432,1575456,1050304,315091,3145728,786432,0,0,0,786432,0,0
densenet40,45,128,1,IMC,QConv2d_132489122805520,1e-05,2.5e-05,3145728,6296064,3145728,3148032,2098688,629606,6291456,3145728,0,0,0,3145728,0,0
densenet40,45,128,1,IMC,QConv2d_132489122806048,1e-05,6e-06,786432,788736,786432,394368,262912,78873,786432,786432,0,0,0,786432,0,0
densenet40,45,128,1,IMC,QConv2d_132489122806240,8e-06,2e-06,196608,791616,196608,395808,263872,79161,786432,196608,0,0,0,196608,0,0
densenet40,45,128,1,IMC,QConv2d_132489122806816,1e-05,6e-06,786432,985920,786432,492960,328640,98592,983040,786432,0,0,0,786432,0,0
densenet40,45,128,1,IMC,QConv2d_132489122807008,7e-06,2e-06,196608,791616,196608,395808,263872,79161,786432,196608,0,0,0,196608,0,0
densenet40,45,128,1,IMC,QConv2d_132489122807584,1e-05,6e-06,786432,1183104,786432,591552,394368,118310,1179648,786432,0,0,0,786432,0,0
densenet40,45,128,1,IMC,QConv2d_132489122807776,7e-06,2e-06,196608,791616,196608,395808,263872,79161,786432,196608,0,0,0,196608,0,0
densenet40,45,128,1,IMC,QConv2d_132489123037744,9e-06,6e-06,786432,1380288,786432,690144,460096,138028,1376256,786432,0,0,0,786432,0,0
densenet40,45,128,1,IMC,QConv2d_132489123037936,7e-06,2e-06,196608,791616,196608,395808,263872,79161,786432,196608,0,0,0,196608,0,0
densenet40,45,128,1,IMC,QConv2d_132489123038512,1e-05,6e-06,786432,1577472,786432,788736,525824,157747,1572864,786432,0,0,0,786432,0,0
densenet40,45,128,1,IMC,QConv2d_132489123038704,8e-06,2e-06,196608,791616,196608,395808,263872,79161,786432,196608,0,0,0,196608,0,0
densenet40,45,128,1,IMC,QConv2d_132489123039280,2.4e-05,6e-06,786432,1774656,786432,887328,591552,177465,1769472,786432,0,0,0,786432,0,0
densenet40,45,128,1,IMC,QConv2d_132489123039472,7e-06,2e-06,196608,791616,196608,395808,263872,79161,786432,196608,0,0,0,196608,0,0
densenet40,45,128,1,IMC,QConv2d_132489123040336,1.1e-05,8e-06,983040,1973280,983040,986640,657760,197328,1966080,983040,0,0,0,983040,0,0
densenet40,45,128,1,IMC,QConv2d_132489123040864,8e-06,2e-06,196608,248640,196608,124320,82880,24864,245760,196608,0,0,0,196608,0,0
densenet40,45,128,1,IMC,QConv2d_132489123041056,8e-06,0.0,49152,201792,49152,100896,67264,20179,196608,49152,0,0,0,49152,0,0
densenet40,45,128,1,IMC,QConv2d_132489123041632,9e-06,2e-06,196608,298368,196608,149184,99456,29836,294912,196608,0,0,0,196608,0,0
densenet40,45,128,1,IMC,QConv2d_132489123041824,7e-06,0.0,49152,201792,49152,100896,67264,20179,196608,49152,0,0,0,49152,0,0
densenet40,45,128,1,IMC,QConv2d_132489123042400,7e-06,2e-06,196608,348096,196608,174048,116032,34809,344064,196608,0,0,0,196608,0,0
densenet40,45,128,1,IMC,QConv2d_132489123042592,5e-06,0.0,49152,201792,49152,100896,67264,20179,196608,49152,0,0,0,49152,0,0
densenet40,45,128,1,IMC,QConv2d_132489123043168,7e-06,2e-06,196608,397824,196608,198912,132608,39782,393216,196608,0,0,0,196608,0,0
densenet40,45,128,1,IMC,QConv2d_132489123043360,7e-06,0.0,49152,201792,49152,100896,67264,20179,196608,49152,0,0,0,49152,0,0
densenet40,45,128,1,IMC,QConv2d_132489123043888,7e-06,2e-06,196608,447552,196608,223776,149184,44755,442368,196608,0,0,0,196608,0,0
densenet40,45,128,1,IMC,QConv2d_132489123044080,7e-06,0.0,49152,201792,49152,100896,67264,20179,196608,49152,0,0,0,49152,0,0
densenet40,45,128,1,IMC,QConv2d_132489123044656,8e-06,2e-06,196608,497280,196608,248640,165760,49728,491520,196608,0,0,0,196608,0,0
densenet40,45,128,1,IMC,QConv2d_132489123044848,6e-06,0.0,49152,201792,49152,100896,67264,20179,196608,49152,0,0,0,49152,0,0
densenet40,45,128,1,IMC,QLinear_132489123045712,5e-06,0.0,640,9768,640,4884,3256,976,8448,640,0,0,0,640,0,0
densenet40,7,64,1,RS,QConv2d_127881217418656,2.3e-05,1e-06,1572864,197256,1572864,98628,65752,19725,0,0,0,0,0,0,1572864,196608
densenet40,7,64,1,RS,QConv2d_127881224120816,3.1e-05,2e-06,3145728,1574016,3145728,787008,524672,157401,0,0,0,0,0,0,3145728,1572864
densenet40,7,64,1,RS,QConv2d_127881218560064,1.3e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,0,0,0,0,786432,3145728
densenet40,7,64,1,RS,QConv2d_127881217419568,3e-05,2e-06,3145728,2361024,3145728,1180512,787008,236102,0,0,0,0,0,0,3145728,2359296
densenet40,7,64,1,RS,QConv2d_127881217419760,1.4e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,0,0,0,0,786432,3145728
densenet40,7,64,1,RS,QConv2d_127881217420336,3.1e-05,2e-06,3145728,3148032,3145728,1574016,1049344,314803,0,0,0,0,0,0,3145728,3145728
densenet40,7,64,1,RS,QConv2d_127881217420528,1.3e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,0,0,0,0,786432,3145728
densenet40,7,64,1,RS,QConv2d_127881217421104,3.1e-05,2e-06,3145728,3935040,3145728,1967520,1311680,393504,0,0,0,0,0,0,3145728,3932160
densenet40,7,64,1,RS,QConv2d_127881217207488,1.4e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,0,0,0,0,786432,3145728
densenet40,7,64,1,RS,QConv2d_127881217417120,3.1e-05,2e-06,3145728,4722048,3145728,2361024,1574016,472204,0,0,0,0,0,0,3145728,4718592
densenet40,7,64,1,RS,QConv2d_127881217416976,1.2e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,0,0,0,0,786432,3145728
densenet40,7,64,1,RS,QConv2d_127881217416064,3.1e-05,2e-06,3145728,5509056,3145728,2754528,1836352,550905,0,0,0,0,0,0,3145728,5505024
densenet40,7,64,1,RS,QConv2d_127881217415728,1.3e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,0,0,0,0,786432,3145728
densenet40,7,64,1,RS,QConv2d_127881217421728,3.1e-05,2e-06,3145728,6296064,3145728,3148032,2098688,629606,0,0,0,0,0,0,3145728,6291456
densenet40,7,64,1,RS,QConv2d_127881217422160,1.2e-05,0.0,786432,788736,786432,394368,262912,78873,0,0,0,0,0,0,786432,786432
densenet40,7,64,1,RS,QConv2d_127881217422352,6e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,0,0,0,0,196608,786432
densenet40,7,64,1,RS,QConv2d_127881217422976,1.2e-05,0.0,786432,985920,786432,492960,328640,98592,0,0,0,0,0,0,786432,983040
densenet40,7,64,1,RS,QConv2d_127881217423168,7e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,0,0,0,0,196608,786432
densenet40,7,64,1,RS,QConv2d_127881217423744,1.3e-05,0.0,786432,1183104,786432,591552,394368,118310,0,0,0,0,0,0,786432,1179648
densenet40,7,64,1,RS,QConv2d_127881217423936,7e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,0,0,0,0,196608,786432
densenet40,7,64,1,RS,QConv2d_127881217424512,4e-05,0.0,786432,1380288,786432,690144,460096,138028,0,0,0,0,0,0,786432,1376256
densenet40,7,64,1,RS,QConv2d_127881217424752,7e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,0,0,0,0,196608,786432
densenet40,7,64,1,RS,QConv2d_127881217425328,1.3e-05,0.0,786432,1577472,786432,788736,525824,157747,0,0,0,0,0,0,786432,1572864
densenet40,7,64,1,RS,QConv2d_127881217550784,6e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,0,0,0,0,196608,786432
densenet40,7,64,1,RS,QConv2d_127881217540464,2.7e-05,0.0,786432,1774656,786432,887328,591552,177465,0,0,0,0,0,0,786432,1769472
densenet40,7,64,1,RS,QConv2d_127881217540656,7e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,0,0,0,0,196608,786432
densenet40,7,64,1,RS,QConv2d_127881217541520,2.3e-05,1e-06,983040,1973280,983040,986640,657760,197328,0,0,0,0,0,0,983040,1966080
densenet40,7,64,1,RS,QConv2d_127881217542048,7e-06,0.0,196608,248640,196608,124320,82880,24864,0,0,0,0,0,0,196608,245760
densenet40,7,64,1,RS,QConv2d_127881217542240,5e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,0,0,0,0,49152,196608
densenet40,7,64,1,RS,QConv2d_127881217542816,7e-06,0.0,196608,298368,196608,149184,99456,29836,0,0,0,0,0,0,196608,294912
densenet40,7,64,1,RS,QConv2d_127881217543008,5e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,0,0,0,0,49152,196608
densenet40,7,64,1,RS,QConv2d_127881217543584,7e-06,0.0,196608,348096,196608,174048,116032,34809,0,0,0,0,0,0,196608,344064
densenet40,7,64,1,RS,QConv2d_127881217543776,4e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,0,0,0,0,49152,196608
densenet40,7,64,1,RS,QConv2d_127881217544352,7e-06,0.0,196608,397824,196608,198912,132608,39782,0,0,0,0,0,0,196608,393216
densenet40,7,64,1,RS,QConv2d_127881217544544,4e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,0,0,0,0,49152,196608
densenet40,7,64,1,RS,QConv2d_127881217545120,7e-06,0.0,196608,447552,196608,223776,149184,44755,0,0,0,0,0,0,196608,442368
densenet40,7,64,1,RS,QConv2d_127881217545312,5e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,0,0,0,0,49152,196608
densenet40,7,64,1,RS,QConv2d_127881217545888,7e-06,0.0,196608,497280,196608,248640,165760,49728,0,0,0,0,0,0,196608,491520
densenet40,7,64,1,RS,QConv2d_127881217546080,5e-06,0.0,49152,201792,49152,100896,67264,20179,0,0,0,0,0,0,49152,196608
densenet40,7,64,1,RS,QLinear_127881217546944,4e-06,0.0,640,9768,640,4884,3256,976,0,0,0,0,0,0,640,8448
densenet40,45,256,1,OS,QConv2d_139385647014704,2.4e-05,1e-06,1572864,197256,1572864,98628,65752,19725,0,0,1572864,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385649172640,3.4e-05,1e-06,3145728,1574016,3145728,787008,524672,157401,0,0,3145728,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647009040,3.1e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,786432,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647015520,3.3e-05,1e-06,3145728,2361024,3145728,1180512,787008,236102,0,0,3145728,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647015712,1.5e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,786432,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647016288,3.3e-05,1e-06,3145728,3148032,3145728,1574016,1049344,314803,0,0,3145728,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647016480,1.5e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,786432,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647017056,3.2e-05,1e-06,3145728,3935040,3145728,1967520,1311680,393504,0,0,3145728,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647017248,3.1e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,786432,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647017392,3.4e-05,1e-06,3145728,4722048,3145728,2361024,1574016,472204,0,0,3145728,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647013888,1.4e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,786432,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647017872,3.3e-05,1e-06,3145728,5509056,3145728,2754528,1836352,550905,0,0,3145728,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647018064,1.4e-05,0.0,786432,3150912,786432,1575456,1050304,315091,0,0,786432,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647018736,3.3e-05,1e-06,3145728,6296064,3145728,3148032,2098688,629606,0,0,3145728,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647019168,1.4e-05,0.0,786432,788736,786432,394368,262912,78873,0,0,786432,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647019360,1.5e-05,0.0,196608,791616,196608,395808,263872,79161,0,0,196608,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647019936,1.4e-05,0.0,786432,985920,786432,492960,328640,98592,0,0,786432,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647020128,8e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,196608,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647020704,1.4e-05,0.0,786432,1183104,786432,591552,394368,118310,0,0,786432,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647020896,9e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,196608,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647021472,1.4e-05,0.0,786432,1380288,786432,690144,460096,138028,0,0,786432,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647021664,7e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,196608,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647284448,1.4e-05,0.0,786432,1577472,786432,788736,525824,157747,0,0,786432,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647284640,7e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,196608,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647285168,1.3e-05,0.0,786432,1774656,786432,887328,591552,177465,0,0,786432,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647285360,7e-06,0.0,196608,791616,196608,395808,263872,79161,0,0,196608,0,0,0,0,0
densenet40,45,256,1,OS,QConv2d_139385647286176,1.6e-05,0.0,983040,1973280,983040,986640,657760,197328,0,0,983040,0,0,0,0,0
