Model,TechNode,BatchSize,Subarray,MemCell,Dataflow,Layer,Latency,Energy,Mem_Reads,Mem_Writes,L1_Accesses,L2_Accesses,DRAM_Accesses,PE_to_PE,GB_to_PE,DRAM_to_GB
resnet18,7,64,256,1,OS,QConv2d_127305790382080,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,256,1,OS,QConv2d_127305790382224,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,256,1,OS,QLinear_127305790382464,1e-06,1e-06,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,45,64,256,1,IMC,QConv2d_124720984479968,2e-05,1e-05,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,45,64,256,1,IMC,QConv2d_124720985521856,1.5e-05,8e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,1,IMC,QConv2d_124720984479728,1.4e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,1,IMC,QConv2d_124720984478576,1.4e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,1,IMC,QConv2d_124720984478624,1.4e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,1,IMC,QConv2d_124720984477760,1.3e-05,7e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,45,64,256,1,IMC,QConv2d_124720984477328,1.4e-05,7e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,256,1,IMC,QConv2d_124720984478480,1.2e-05,6e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,45,64,256,1,IMC,QConv2d_124720984476992,1.3e-05,7e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,256,1,IMC,QConv2d_124720984480256,1.2e-05,6e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,256,1,IMC,QConv2d_124720984480736,1.2e-05,6e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,45,64,256,1,IMC,QConv2d_124720984480880,1.2e-05,6e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,256,1,IMC,QConv2d_124720984480352,1.1e-05,6e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,45,64,256,1,IMC,QConv2d_124720984481072,1e-05,5e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,256,1,IMC,QConv2d_124720984481216,1.2e-05,6e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,256,1,IMC,QConv2d_124720984481696,1.1e-05,5e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,45,64,256,1,IMC,QConv2d_124720984481840,1e-05,5e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,256,1,IMC,QConv2d_124720984481312,1e-05,5e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,45,64,256,1,IMC,QConv2d_124720984482032,1e-05,5e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,256,1,IMC,QConv2d_124720984482176,1.2e-05,6e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,256,1,IMC,QLinear_124720984482464,9e-06,4e-06,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,7,64,256,1,IMC,QConv2d_138547758242016,2.1e-05,1.1e-05,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,7,64,256,1,IMC,QConv2d_138547762355984,1.5e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,256,1,IMC,QConv2d_138547758241008,1.3e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,256,1,IMC,QConv2d_138547758240720,1.4e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,256,1,IMC,QConv2d_138547758240336,1.4e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,256,1,IMC,QConv2d_138547758239664,1.4e-05,7e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,7,64,256,1,IMC,QConv2d_138547758239520,1.1e-05,6e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,256,1,IMC,QConv2d_138547765745792,1.3e-05,6e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,7,64,256,1,IMC,QConv2d_138547758239184,1.2e-05,6e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,256,1,IMC,QConv2d_138547758242448,1.2e-05,6e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,256,1,IMC,QConv2d_138547758242880,2.6e-05,1.3e-05,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,7,64,256,1,IMC,QConv2d_138547758243024,1.2e-05,6e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,256,1,IMC,QConv2d_138547758242544,1e-05,5e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,7,64,256,1,IMC,QConv2d_138547758243216,9e-06,5e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,256,1,IMC,QConv2d_138547758243360,1.1e-05,6e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,256,1,IMC,QConv2d_138547758243792,1e-05,5e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,7,64,256,1,IMC,QConv2d_138547758243936,1e-05,5e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,256,1,IMC,QConv2d_138547762354928,1e-05,5e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,7,64,256,1,IMC,QConv2d_138547758244128,1e-05,5e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,256,1,IMC,QConv2d_138547758244272,1.1e-05,5e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,256,1,IMC,QLinear_138547758244512,8e-06,4e-06,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,22,64,128,2,OS,QConv2d_131944515339040,1e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,22,64,128,2,OS,QConv2d_131944368552416,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,2,OS,QConv2d_131944368740240,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,2,OS,QConv2d_131944368739136,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,2,OS,QConv2d_131944368739088,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,2,OS,QConv2d_131944368738224,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,22,64,128,2,OS,QConv2d_131944368737888,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,128,2,OS,QConv2d_131944368738944,1e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,22,64,128,2,OS,QConv2d_131944368737552,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,128,2,OS,QConv2d_131944368737408,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,128,2,OS,QConv2d_131944368740960,1e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,22,64,128,2,OS,QConv2d_131944368741104,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,128,2,OS,QConv2d_131944368740576,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,22,64,128,2,OS,QConv2d_131944368741296,2e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,128,2,OS,QConv2d_131944368741440,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,128,2,OS,QConv2d_131944368741920,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,22,64,128,2,OS,QConv2d_131944368742064,2e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,128,2,OS,QConv2d_131944368741536,1e-06,0.0,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,22,64,128,2,OS,QConv2d_131944368742256,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,128,2,OS,QConv2d_131944368742400,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,128,2,OS,QLinear_131944375203312,1e-06,1e-06,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,45,64,256,1,RS,QConv2d_127131232697184,4e-06,2e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,45,64,256,1,RS,QConv2d_127131242506112,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,1,RS,QConv2d_127131230836960,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,1,RS,QConv2d_127131230836048,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,1,RS,QConv2d_127131230835808,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,1,RS,QConv2d_127131230834800,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,45,64,256,1,RS,QConv2d_127131230834752,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,256,1,RS,QConv2d_127131230835568,1e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,45,64,256,1,RS,QConv2d_127131230834416,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,256,1,RS,QConv2d_127131230834080,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,256,1,RS,QConv2d_127131230837776,1e-06,0.0,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,45,64,256,1,RS,QConv2d_127131230837920,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,256,1,RS,QConv2d_127131230837392,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,45,64,256,1,RS,QConv2d_127131230838112,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,256,1,RS,QConv2d_127131230838256,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,256,1,RS,QConv2d_127131230838592,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,45,64,256,1,RS,QConv2d_127131230838832,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,256,1,RS,QConv2d_127131230838352,1e-06,0.0,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,45,64,256,1,RS,QConv2d_127131230839024,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,256,1,RS,QConv2d_127131230839168,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,256,1,RS,QLinear_127131230839408,1e-06,1e-06,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,7,64,128,2,WS,QConv2d_123933102299120,1e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,7,64,128,2,WS,QConv2d_123933106377344,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,128,2,WS,QConv2d_123933106380656,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,128,2,WS,QConv2d_123933102078960,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,128,2,WS,QConv2d_123933102298352,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,128,2,WS,QConv2d_123933102297584,2e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,7,64,128,2,WS,QConv2d_123933102297440,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,128,2,WS,QConv2d_123933102298112,2e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,7,64,128,2,WS,QConv2d_123933102297152,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,128,2,WS,QConv2d_123933102296768,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,128,2,WS,QConv2d_123933102300128,1e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,7,64,128,2,WS,QConv2d_123933102300272,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,128,2,WS,QConv2d_123933102296528,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,7,64,128,2,WS,QConv2d_123933102300464,2e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,128,2,WS,QConv2d_123933102300608,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,128,2,WS,QConv2d_123933102301088,2e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,7,64,128,2,WS,QConv2d_123933102301232,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,128,2,WS,QConv2d_123933102300704,1e-06,1e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,7,64,128,2,WS,QConv2d_123933102301424,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,128,2,WS,QConv2d_123933102301568,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,128,2,WS,QLinear_123933102301856,1e-06,0.0,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,45,64,64,2,OS,QConv2d_128950975748128,5e-06,2e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,45,64,64,2,OS,QConv2d_128950975526624,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,2,OS,QConv2d_128950975403008,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,2,OS,QConv2d_128950975747216,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,2,OS,QConv2d_128950975746736,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,2,OS,QConv2d_128950975745968,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,45,64,64,2,OS,QConv2d_128950975745920,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,64,2,OS,QConv2d_128950975746832,2e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,45,64,64,2,OS,QConv2d_128950975745584,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,64,2,OS,QConv2d_128950975745200,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,64,2,OS,QConv2d_128950975748800,1e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,45,64,64,2,OS,QConv2d_128950975748944,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,64,2,OS,QConv2d_128950975748416,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,45,64,64,2,OS,QConv2d_128950975749136,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,64,2,OS,QConv2d_128950975749280,2e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,64,2,OS,QConv2d_128950975749760,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,45,64,64,2,OS,QConv2d_128950975749904,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,2,OS,QConv2d_128950975749376,2e-06,1e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,45,64,64,2,OS,QConv2d_128950975750096,2e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,2,OS,QConv2d_128950975750240,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,2,OS,QLinear_128950975750480,1e-06,0.0,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,22,64,128,1,IMC,QConv2d_131598086969328,2.4e-05,1.2e-05,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,22,64,128,1,IMC,QConv2d_131598091068448,1.6e-05,8e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,1,IMC,QConv2d_131598089318192,1.5e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,1,IMC,QConv2d_131598088436240,1.4e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,1,IMC,QConv2d_131598086969616,1.5e-05,8e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,1,IMC,QConv2d_131598086968080,1.4e-05,7e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,22,64,128,1,IMC,QConv2d_131598086967600,1.2e-05,6e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,128,1,IMC,QConv2d_131598086968704,1.3e-05,7e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,22,64,128,1,IMC,QConv2d_131598086967360,1.3e-05,6e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,128,1,IMC,QConv2d_131598086967216,1.1e-05,6e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,128,1,IMC,QConv2d_131598086970240,1.7e-05,8e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,22,64,128,1,IMC,QConv2d_131598086970384,1.3e-05,6e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,128,1,IMC,QConv2d_131598086967072,1.1e-05,6e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,22,64,128,1,IMC,QConv2d_131598086970576,1.2e-05,6e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,128,1,IMC,QConv2d_131598086970720,1.2e-05,6e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,128,1,IMC,QConv2d_131598086971152,9e-06,5e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,22,64,128,1,IMC,QConv2d_131598086971296,1.1e-05,6e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,128,1,IMC,QConv2d_131598086970816,1.9e-05,1e-05,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,22,64,128,1,IMC,QConv2d_131598086971488,1e-05,5e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,128,1,IMC,QConv2d_131598086971632,1e-05,5e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,128,1,IMC,QLinear_131598086971920,8e-06,4e-06,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,45,64,64,1,IMC,QConv2d_129301711902272,2.3e-05,1.2e-05,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,45,64,64,1,IMC,QConv2d_129301713760864,1.8e-05,9e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,1,IMC,QConv2d_129301711902368,1.4e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,1,IMC,QConv2d_129301711901408,1.5e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,1,IMC,QConv2d_129301711901216,1.4e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,1,IMC,QConv2d_129301711900304,1.7e-05,8e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,45,64,64,1,IMC,QConv2d_129301711900160,1.1e-05,6e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,64,1,IMC,QConv2d_129301711575888,1.1e-05,6e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,45,64,64,1,IMC,QConv2d_129301711899824,1.3e-05,6e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,64,1,IMC,QConv2d_129301711902992,1.1e-05,5e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,64,1,IMC,QConv2d_129301711903472,1e-05,5e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,45,64,64,1,IMC,QConv2d_129301711903616,1.4e-05,7e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,64,1,IMC,QConv2d_129301711903088,1.5e-05,7e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,45,64,64,1,IMC,QConv2d_129301711903808,1.2e-05,6e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,64,1,IMC,QConv2d_129301711903952,1.2e-05,6e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,64,1,IMC,QConv2d_129301711904432,1e-05,5e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,45,64,64,1,IMC,QConv2d_129301711904576,9e-06,5e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,1,IMC,QConv2d_129301711904048,9e-06,5e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,45,64,64,1,IMC,QConv2d_129301711904768,1e-05,5e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,1,IMC,QConv2d_129301711904912,1.9e-05,9e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,1,IMC,QLinear_129301711905152,8e-06,4e-06,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,7,64,128,1,RS,QConv2d_137308015351504,1e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,7,64,128,1,RS,QConv2d_137308202013840,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,128,1,RS,QConv2d_137308015350544,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,128,1,RS,QConv2d_137308015350256,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,128,1,RS,QConv2d_137308015349872,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,128,1,RS,QConv2d_137308015349200,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,7,64,128,1,RS,QConv2d_137308015349056,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,128,1,RS,QConv2d_137308017365680,1e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,7,64,128,1,RS,QConv2d_137308015348720,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,128,1,RS,QConv2d_137308015351936,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,128,1,RS,QConv2d_137308015352416,1e-06,0.0,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,7,64,128,1,RS,QConv2d_137308015352560,1e-06,0.0,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,128,1,RS,QConv2d_137308015352032,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,7,64,128,1,RS,QConv2d_137308015352752,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,128,1,RS,QConv2d_137308015352896,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,128,1,RS,QConv2d_137308015353376,1e-06,0.0,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,7,64,128,1,RS,QConv2d_137308015353520,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,128,1,RS,QConv2d_137308015352992,1e-06,1e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,7,64,128,1,RS,QConv2d_137308015353712,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,128,1,RS,QConv2d_137308015353856,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,128,1,RS,QLinear_137308015354096,1e-06,0.0,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,22,64,128,1,OS,QConv2d_133540221688176,2e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,22,64,128,1,OS,QConv2d_133540236595840,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,1,OS,QConv2d_133540221328640,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,1,OS,QConv2d_133540221162448,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,1,OS,QConv2d_133540221687936,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,1,OS,QConv2d_133540221686304,2e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,22,64,128,1,OS,QConv2d_133540221686160,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,128,1,OS,QConv2d_133540221686832,2e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,22,64,128,1,OS,QConv2d_133540221685872,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,128,1,OS,QConv2d_133540221685488,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
